time,ax,ay,az,aT
19.7380,-1.0122,-2.5151,-12.1309,12.430
19.7440,-0.9176,-2.7337,-13.1803,13.492
19.7470,-0.3200,-3.2054,-16.4022,16.715
19.7520,1.2324,-4.0328,-18.9642,19.427
19.7590,2.4465,-4.8153,-15.4570,16.374
19.7620,2.3233,-4.9720,-10.2020,11.584
19.7660,1.5258,-4.5304,-6.1930,7.823
19.7710,0.1797,-3.8229,-3.6869,5.314
19.8090,-1.0317,-3.2977,-2.1796,4.085
19.8100,-1.5544,-2.9898,-1.4370,3.663
19.8100,-1.5230,-2.7975,-1.1621,3.391
19.8100,-1.4441,-2.6366,-1.0461,3.183
19.8110,-1.3563,-2.4917,-1.4067,3.166
19.8110,-1.2893,-2.2044,-2.5560,3.613
19.8110,-1.1387,-1.8144,-4.4158,4.908
19.8120,-0.8923,-1.3734,-6.5075,6.710
19.8140,-0.6151,-1.1097,-7.5379,7.644
19.8200,-0.3481,-1.2386,-6.8563,6.976
19.8240,-0.1397,-1.6308,-5.3673,5.611
19.8350,-0.0936,-1.8932,-4.0312,4.455
19.8360,-0.1092,-2.0106,-2.9804,3.597
19.8390,-0.2183,-2.0272,-2.4208,3.165
19.8420,-0.4085,-2.0518,-2.3853,3.173
19.8480,-0.4094,-2.2887,-3.0918,3.868
19.8510,-0.0660,-2.7346,-4.6854,5.425
19.8570,0.3886,-3.1690,-7.2094,7.885
19.8610,1.0911,-3.6529,-10.2909,10.974
19.8660,1.6761,-4.0601,-12.0079,12.786
19.8700,1.6809,-4.3199,-11.1322,12.059
19.8750,1.1772,-4.2127,-8.8190,9.844
19.8800,0.2596,-3.9512,-6.1305,7.298
19.8850,-0.8808,-3.8836,-3.9488,5.608
19.9220,-1.5554,-4.2144,-2.3765,5.082
19.9220,-2.0203,-4.5521,-1.4054,5.175
19.9230,-2.4791,-4.7044,-0.6584,5.358
19.9230,-2.7321,-4.7196,-0.0111,5.453
19.9230,-2.8458,-4.7581,0.6142,5.578
19.9230,-2.8413,-4.6937,1.0529,5.587
19.9230,-2.6232,-4.6293,1.3472,5.489
19.9240,-2.3330,-4.5508,1.5646,5.348
19.9310,-1.9878,-4.3602,1.7163,5.090
19.9330,-1.5688,-4.1820,1.8995,4.854
19.9370,-0.9243,-4.1929,2.0468,4.756
19.9410,-0.1704,-4.3596,2.2361,4.903
19.9510,0.6521,-4.6534,2.5089,5.327
19.9530,1.5629,-5.0077,2.9360,6.012
19.9580,2.5376,-5.3007,3.5423,6.862
19.9620,3.4885,-5.6067,4.3908,7.930
19.9650,4.2093,-5.7535,5.0758,8.751
19.9700,4.9500,-5.8482,5.7962,9.607
19.9980,5.7777,-5.9839,6.9743,10.855
19.9980,6.2833,-5.8250,8.3471,11.962
19.9990,6.4468,-5.3928,9.4284,12.631
19.9990,6.3175,-4.6600,10.2192,12.886
19.9990,5.9835,-3.6186,10.4436,12.568
20.0000,5.5020,-2.4763,10.3755,12.002
20.0040,4.7359,-1.3275,9.4364,10.641
20.0090,3.8039,-0.1744,8.0094,8.869
20.0130,2.9723,0.9331,6.5638,7.266
20.0170,2.2459,1.9043,4.6611,5.513
20.0220,1.6012,2.5357,0.8714,3.123
20.0280,0.8888,2.6598,-2.4637,3.733
20.0310,0.1658,2.7398,-4.1029,4.936
20.0360,-0.4441,2.7605,-4.7010,5.470
20.0410,-1.0651,2.7665,-4.6962,5.554
20.0460,-1.6568,2.6086,-4.4949,5.455
20.0500,-2.0963,2.4009,-4.0954,5.190
20.0550,-2.3084,2.2383,-2.6871,4.190
20.0600,-2.0789,2.0747,-0.8475,3.057
20.0650,-1.4186,1.8954,1.0919,2.607
20.0690,-0.7265,1.7864,2.6283,3.260
20.1000,-0.0801,1.7968,3.6911,4.106
20.1000,0.1135,1.9862,4.5948,5.007
20.1000,0.1700,2.3209,5.1559,5.657
20.1010,0.0316,2.7125,5.5547,6.182
20.1010,-0.2700,3.0043,5.7608,6.503
20.1010,-0.5892,3.3070,5.8417,6.739
20.1040,-1.0042,3.4356,5.8578,6.865
20.1090,-1.4402,3.4488,5.7117,6.826
20.1130,-1.8112,3.3309,5.5905,6.755
20.1170,-2.0693,3.1508,5.4329,6.613
20.1230,-2.1791,2.8634,5.0115,6.169
20.1280,-2.1658,2.3864,4.3115,5.383
20.1310,-2.0435,1.9446,3.7288,4.676
20.1360,-1.9408,1.7491,3.6356,4.477
20.1410,-1.8541,1.7304,3.9252,4.673
20.1460,-1.6950,1.8336,4.4035,5.062
20.1500,-1.3362,2.0136,5.0349,5.585
20.1550,-0.8563,2.1716,5.6392,6.103
20.1610,-0.4126,2.2809,6.2230,6.641
20.1650,0.0406,2.4173,6.7162,7.138
20.1690,0.4203,2.5609,7.1210,7.579
20.2010,0.5980,2.7758,7.3668,7.895
20.2010,0.5864,3.0711,7.4886,8.115
20.2020,0.4972,3.4515,7.4807,8.254
20.2020,0.3192,3.8431,7.2695,8.229
20.2020,0.0920,4.2506,6.9639,8.159
20.2020,-0.1050,4.5858,6.6290,8.061
20.2020,-0.2403,4.8178,6.2815,7.920
20.2080,-0.2707,4.9084,5.9653,7.730
20.2120,-0.2300,4.8697,5.6034,7.427
20.2190,-0.1474,4.7565,5.1173,6.988
20.2220,0.0125,4.4731,4.5334,6.369
20.2270,0.2392,4.0909,3.7896,5.582
20.2310,0.4719,3.5693,2.8184,4.572
20.2350,0.6568,2.8770,1.5571,3.337
20.2410,0.8208,2.1067,0.0699,2.262
20.2460,0.8527,1.2394,-1.4869,2.115
20.2500,0.7897,0.3579,-3.1295,3.247
20.2550,0.6673,-0.5568,-4.9776,5.053
20.2590,0.5382,-1.4796,-6.9407,7.117
20.2640,0.3734,-2.3775,-9.0048,9.321
20.2680,0.0150,-3.1944,-10.9355,11.393
20.3100,-0.4140,-3.8043,-12.4407,13.016
20.3100,-0.8874,-4.1335,-13.2886,13.945
20.3100,-1.4074,-4.2205,-13.2534,13.980
20.3110,-1.9958,-4.0644,-12.5879,13.377
20.3110,-2.5743,-3.7959,-11.5953,12.469
20.3110,-3.1274,-3.6097,-10.4449,11.485
20.3120,-3.7701,-3.4422,-8.9875,10.336
20.3120,-4.0654,-3.3704,-7.5084,9.179
20.3120,-3.9561,-3.3767,-6.3306,8.193
20.3170,-3.3192,-3.4585,-5.2216,7.088
20.3210,-2.3111,-3.4727,-4.0157,5.790
20.3260,-0.8455,-3.3769,-2.7615,4.444
20.3340,0.8573,-3.1792,-1.6091,3.665
20.3360,2.2520,-2.7848,-0.5557,3.624
20.3400,2.9693,-2.1491,0.4241,3.690
20.3450,3.2103,-1.3825,1.1867,3.691
20.3500,3.1434,-0.5019,1.5397,3.536
20.3540,2.8536,0.4379,1.5202,3.263
20.3590,2.4574,1.3370,1.1605,3.029
20.3650,1.9846,2.2458,0.6105,3.059
20.3690,1.5106,3.0548,-0.1984,3.414
20.3760,0.9995,3.7521,-1.1218,4.042
20.3810,0.4183,4.1398,-1.8307,4.546
20.3830,0.0617,3.7497,-2.0026,4.251
20.3900,0.4170,2.8596,-1.6351,3.320
20.4210,1.2309,1.6653,-0.4748,2.125
20.4210,2.3151,0.4000,1.5038,2.789
20.4220,3.4655,-0.8694,3.5728,5.053
20.4220,4.3501,-1.9098,5.2626,7.090
20.4220,4.8688,-2.6425,6.1862,8.304
20.4220,5.0602,-3.0965,6.2408,8.611
20.4220,5.2368,-3.4629,6.0346,8.708
20.4280,5.6250,-3.9705,5.8333,9.024
20.4340,6.2367,-4.5332,5.7122,9.596
20.4370,6.8138,-5.0525,5.5298,10.126
20.4410,7.1791,-5.2777,5.2480,10.341
20.4460,7.2712,-5.0656,4.8233,10.089
20.4540,6.8584,-4.3351,4.2359,9.153
20.4540,6.1622,-3.2737,3.5749,7.840
20.4590,5.3249,-2.1162,2.8840,6.415
20.4660,4.3037,-1.0213,2.2618,4.968
20.4680,3.2813,0.1254,1.6015,3.653
20.4720,2.4861,1.1326,1.3154,3.032
20.4790,1.9103,1.8519,1.2143,2.925
20.4830,1.4299,2.3771,1.2530,3.044
20.4870,0.9928,2.7203,1.3087,3.178
20.5200,0.5683,2.9130,1.2985,3.239
20.5210,0.1315,3.0128,1.1857,3.240
20.5210,-0.3075,3.0561,1.0876,3.258
20.5210,-0.6565,3.0337,0.9983,3.260
20.5210,-0.9485,2.9245,0.9183,3.209
20.5220,-1.1972,2.7456,0.8407,3.111
20.5220,-1.3660,2.4184,0.8696,2.910
20.5250,-1.4476,2.0054,0.9904,2.664
20.5310,-1.4340,1.6289,1.0628,2.416
20.5340,-1.3804,1.1862,1.1540,2.155
20.5390,-1.2703,0.7106,1.2019,1.888
20.5430,-1.2137,0.2619,1.1994,1.726
20.5480,-1.1559,-0.1743,1.2276,1.695
20.5520,-1.0589,-0.6029,1.2817,1.768
20.5590,-0.9901,-0.9907,1.3372,1.936
20.5620,-0.9762,-1.2566,1.3797,2.106
20.5670,-0.9961,-1.4297,1.4563,2.271
20.5720,-1.0621,-1.5245,1.5811,2.440
20.6110,-1.0859,-1.5842,1.6145,2.509
20.6110,-1.1351,-1.5301,1.6376,2.512
20.6120,-1.2452,-1.3097,1.6851,2.471
20.6120,-1.4163,-1.0688,1.7182,2.470
20.6120,-1.6312,-0.7905,1.7724,2.535
20.6120,-1.8511,-0.4602,1.8323,2.645
20.6130,-2.0018,-0.0513,1.9547,2.798
20.6130,-2.1381,0.3502,2.1028,3.019
20.6200,-2.2621,0.7135,2.3481,3.338
20.6200,-2.3925,1.0654,2.6515,3.727
20.6250,-2.4738,1.3511,2.9053,4.048
20.6290,-2.5537,1.5709,2.9993,4.241
20.6350,-2.5695,1.6679,2.8786,4.204
20.6390,-2.5764,1.7140,2.6911,4.101
20.6440,-2.5530,1.7425,2.5420,4.002
20.6480,-2.5520,1.7775,2.4955,3.987
20.6530,-2.5282,1.7663,2.5915,4.028
20.6600,-2.4481,1.7090,2.6529,3.994
20.6640,-2.3480,1.5625,2.7120,3.913
20.6670,-2.2402,1.4008,2.7137,3.787
20.6730,-2.1728,1.1833,2.7689,3.713
20.7010,-2.0170,0.8451,2.8250,3.573
20.7010,-1.8209,0.4915,2.8145,3.388
20.7020,-1.7687,0.2033,2.6749,3.213
20.7020,-1.7550,0.0041,2.4553,3.018
20.7020,-1.6888,-0.1684,2.2460,2.815
20.7020,-1.6294,-0.2740,2.0940,2.667
20.7050,-1.5550,-0.3653,1.9435,2.516
20.7120,-1.3935,-0.4713,1.8349,2.352
20.7200,-1.1906,-0.6210,1.7182,2.181
20.7210,-1.0086,-0.8098,1.5911,2.051
20.7240,-0.8217,-0.9523,1.4204,1.897
20.7310,-0.6850,-1.0749,1.2534,1.788
20.7340,-0.6082,-1.1374,1.0383,1.656
20.7380,-0.5506,-1.1685,0.8349,1.538
20.7440,-0.5145,-1.1802,0.6529,1.444
20.7500,-0.4952,-1.1390,0.4469,1.320
20.7520,-0.4711,-1.1117,0.2805,1.240
20.7610,-0.4564,-1.1221,0.1513,1.221
20.7630,-0.4370,-1.1914,0.0202,1.269
20.7670,-0.4752,-1.2836,-0.1512,1.377
20.7710,-0.5207,-1.3984,-0.3322,1.529
20.8050,-0.4949,-1.4809,-0.4537,1.626
20.8050,-0.5371,-1.5285,-0.6312,1.739
20.8060,-0.5994,-1.5700,-0.9423,1.927
20.8060,-0.6607,-1.6434,-1.1757,2.126
20.8060,-0.6872,-1.7007,-1.5039,2.372
20.8070,-0.7624,-1.7083,-2.0061,2.743
20.8070,-0.8569,-1.6926,-2.6682,3.274
20.8130,-0.9339,-1.7758,-4.1752,4.632
20.8180,-1.0165,-1.6765,-9.4321,9.634
20.8190,-0.9536,-1.5909,-13.9947,14.117
20.8310,-0.7894,-1.6016,-14.2592,14.371
20.8320,-0.6072,-1.8189,-13.0958,13.235
20.8330,-0.5087,-2.1420,-12.3803,12.575
20.8380,-0.4814,-2.4971,-12.4634,12.720
20.8450,-0.3027,-3.0847,-14.4549,14.783
20.8480,0.2410,-4.0024,-15.3925,15.906
20.8520,0.7307,-5.0270,-11.6391,12.699
20.8600,0.7405,-5.6327,-6.6029,8.711
20.8630,0.5363,-5.8358,-3.0278,6.596
20.8660,-0.0633,-5.6435,-1.2382,5.778
20.8710,-0.8797,-5.1507,-0.6455,5.265
20.9110,-1.5764,-4.6121,-0.7925,4.938
20.9120,-2.0643,-4.1669,-0.9439,4.745
20.9120,-2.4389,-3.7530,-0.9322,4.572
20.9120,-2.8717,-3.4310,-1.1045,4.609
20.9120,-3.1622,-3.1868,-2.1313,4.970
20.9130,-3.2981,-2.7515,-4.6334,6.318
20.9130,-3.2529,-2.1156,-7.9437,8.841
20.9130,-2.9935,-1.8214,-9.4238,10.054
20.9140,-2.4919,-2.1946,-8.1306,8.783
20.9190,-1.8804,-2.7944,-5.9508,6.838
20.9240,-1.3446,-3.1321,-4.1353,5.359
20.9300,-1.1999,-3.0780,-2.9836,4.451
20.9330,-1.1510,-2.8821,-2.4005,3.923
20.9390,-0.9718,-2.7389,-2.3140,3.715
20.9440,-0.5742,-2.7572,-2.7892,3.964
20.9480,-0.1358,-2.7446,-3.9987,4.852
20.9520,0.6516,-2.8941,-6.1238,6.805
20.9600,2.0444,-3.2929,-9.1084,9.899
20.9630,3.4923,-3.8079,-11.3032,12.428
20.9660,3.9701,-3.9837,-11.0433,12.393
20.9710,3.0622,-3.7740,-8.9340,10.170
21.0000,1.3883,-3.6105,-6.2774,7.374
21.0010,-0.0077,-3.5645,-3.7873,5.201
21.0010,-0.8518,-3.7851,-1.7068,4.239
21.0010,-1.5118,-4.0004,-0.3344,4.290
21.0010,-1.9952,-4.1926,0.5220,4.672
21.0020,-2.1336,-4.3091,0.9653,4.904
21.0060,-2.1293,-4.2599,1.0839,4.884
21.0100,-1.8840,-4.1337,1.1402,4.684
21.0160,-1.3574,-4.0265,1.2457,4.428
21.0180,-0.7041,-3.8915,1.4196,4.202
21.0220,-0.0809,-3.7766,1.6101,4.106
21.0270,0.6608,-3.8118,1.7836,4.260
21.0320,1.3618,-3.8916,1.9346,4.554
21.0360,2.1467,-4.0953,2.2339,5.135
21.0430,2.8801,-4.3103,2.5965,5.798
21.0460,3.5826,-4.5200,3.1141,6.555
21.0510,4.3434,-4.7886,3.7147,7.456
21.0560,5.1411,-4.9987,4.4176,8.422
21.0610,5.9771,-5.1977,5.0912,9.416
21.0650,6.7080,-5.2778,5.6516,10.237
21.0710,7.2570,-5.2289,6.5217,11.070
21.1020,7.7037,-4.9336,7.7672,12.001
21.1030,8.1539,-4.5181,8.8152,12.830
21.1030,8.6530,-4.0366,9.4902,13.462
21.1030,8.9335,-3.1571,9.0895,13.130
21.1040,8.4098,-1.7384,7.4887,11.394
21.1040,7.3200,-0.2014,5.9040,9.406
21.1040,6.1130,1.0861,4.6637,7.765
21.1090,5.0792,2.0489,3.2073,6.347
21.1130,3.9050,2.9525,-1.0715,5.011
21.1180,2.6743,3.2660,-4.5569,6.212
21.1240,1.5023,3.3139,-6.0541,7.063
21.1290,0.5901,3.2080,-5.9401,6.777
21.1320,-0.3201,2.9954,-5.1828,5.995
21.1370,-0.7284,2.7949,-3.7797,4.757
21.1420,-0.8451,2.5770,-1.9363,3.332
21.1490,-0.7696,2.5152,0.1269,2.633
21.1520,-0.6712,2.5664,2.1187,3.395
21.1560,-0.5060,2.6079,3.7142,4.566
21.1610,-0.4820,2.7360,5.0032,5.723
21.1680,-0.4473,2.9072,6.0207,6.701
21.1700,-0.4418,3.1263,6.6525,7.364
21.1750,-0.5963,3.3726,6.9344,7.734
21.1800,-0.9995,3.5741,6.9544,7.883
21.1860,-1.3782,3.8375,6.7806,7.912
21.1890,-1.7177,4.0581,6.6076,7.942
21.2240,-2.0252,4.0930,6.4506,7.903
21.2250,-2.1813,3.9852,6.3788,7.831
21.2250,-2.3525,3.8331,6.2492,7.699
21.2250,-2.6858,3.5385,6.0903,7.538
21.2250,-2.8183,3.2121,5.9635,7.336
21.2260,-2.9664,2.8007,5.6214,6.946
21.2260,-2.9742,2.1973,5.3948,6.540
21.2270,-2.7961,1.5985,5.1936,6.111
21.2310,-2.4990,1.0217,5.2236,5.880
21.2360,-2.2612,0.6359,5.4344,5.920
21.2400,-2.1236,0.4098,5.6970,6.094
21.2450,-1.9398,0.2732,6.0704,6.379
21.2500,-1.7343,0.4524,6.4089,6.655
21.2540,-1.4431,0.8722,6.5744,6.787
21.2610,-1.1700,1.4524,6.5987,6.857
21.2640,-1.0783,2.1156,6.5970,7.011
21.2690,-1.0883,2.7371,6.5778,7.207
21.2740,-1.2172,3.3192,6.5688,7.460
21.3130,-1.3590,3.7811,6.5251,7.663
21.3140,-1.4914,4.1282,6.4993,7.843
21.3140,-1.5944,4.3845,6.4394,7.952
21.3150,-1.6486,4.5435,6.3258,7.961
21.3150,-1.6874,4.5551,6.2236,7.895
21.3150,-1.6342,4.4651,6.0842,7.722
21.3150,-1.5468,4.2924,5.8366,7.408
21.3160,-1.3775,4.0226,5.4877,6.942
21.3190,-1.2151,3.7277,4.9678,6.329
21.3230,-1.0169,3.3593,4.2778,5.533
21.3280,-0.7451,2.8745,3.3621,4.486
21.3330,-0.4033,2.2176,2.1474,3.113
21.3380,-0.0472,1.4295,0.5944,1.549
21.3410,0.4140,0.5449,-1.3537,1.517
21.3460,0.6598,-0.5827,-4.0630,4.157
21.3510,0.9082,-1.7078,-7.6746,7.915
21.3560,1.1224,-2.9354,-12.5419,12.930
21.3620,1.3573,-4.3589,-18.7570,19.305
21.3660,1.4279,-5.7889,-23.0163,23.776
21.3690,1.2633,-6.7874,-24.5086,25.462
21.3750,0.6135,-7.0457,-22.9484,24.013
21.4140,-0.0512,-6.5999,-19.4404,20.530
21.4140,-1.0156,-5.6717,-15.3883,16.432
21.4140,-1.8699,-4.5550,-11.5563,12.562
21.4150,-1.9837,-3.7599,-8.1368,9.180
21.4150,-1.2094,-3.2600,-5.2614,6.307
21.4150,0.3491,-3.1175,-3.0619,4.384
21.4150,2.6599,-3.2785,-0.9531,4.328
21.4160,4.6887,-3.1905,0.8657,5.737
21.4170,5.6606,-2.7267,2.2444,6.672
21.4220,5.7192,-1.8936,3.2791,6.859
21.4280,5.3108,-0.7872,3.9619,6.672
21.4320,4.5117,0.5444,4.1807,6.175
21.4400,3.4986,1.9609,4.0495,5.700
21.4400,2.4890,3.2981,3.7109,5.554
21.4450,1.6017,4.4826,3.3075,5.796
21.4520,0.8639,5.4460,2.7937,6.181
21.4550,0.3993,6.0331,2.2886,6.465
21.4620,0.3669,5.9195,1.9809,6.253
21.4680,0.9267,5.0603,2.0441,5.536
21.4690,1.9613,3.6321,2.5011,4.826
21.4740,3.0128,2.0934,3.2986,4.934
21.5130,4.0087,0.5982,4.3230,5.926
21.5140,4.9460,-0.7938,5.2109,7.228
21.5140,5.7335,-2.0116,5.8486,8.434
21.5150,6.3816,-3.1125,6.2107,9.433
21.5150,7.0824,-4.1012,6.3721,10.372
21.5150,7.8839,-5.1236,6.4100,11.380
21.5150,8.5527,-6.0861,6.2726,12.228
21.5160,8.8242,-6.6518,5.7980,12.479
21.5160,8.4705,-6.6054,4.9959,11.846
21.5220,7.4532,-5.8107,3.6418,10.128
21.5280,6.0318,-5.0062,-2.3413,8.181
21.5310,4.3657,-4.1131,-5.3610,8.045
21.5350,3.0140,-2.2320,-3.0500,4.834
21.5400,2.2552,-0.5498,-0.2340,2.333
21.5440,1.6924,0.6938,1.7651,2.542
21.5480,1.1627,1.5851,2.7389,3.371
21.5530,0.6389,2.2081,2.9430,3.734
21.5580,0.2242,2.6369,2.9476,3.961
21.5630,-0.0618,2.8339,2.7290,3.935
21.5680,-0.1759,2.7897,2.4109,3.691
21.5730,-0.3243,2.6553,2.1631,3.440
21.6120,-0.5041,2.4498,1.9298,3.159
21.6120,-0.7250,2.1807,1.6844,2.849
21.6120,-0.9484,1.9773,1.4822,2.647
21.6120,-1.1883,1.7274,1.2399,2.436
21.6130,-1.3799,1.4266,1.0622,2.251
21.6130,-1.5156,1.0966,0.9759,2.110
21.6130,-1.6404,0.7425,0.8587,1.995
21.6130,-1.5891,0.2953,0.7875,1.798
21.6170,-1.4456,-0.1780,0.8027,1.663
21.6220,-1.2655,-0.6703,0.9303,1.708
21.6260,-1.1470,-1.0982,1.1076,1.936
21.6300,-1.1171,-1.4165,1.3317,2.242
21.6340,-1.1853,-1.5514,1.5585,2.498
21.6390,-1.2729,-1.6105,1.8131,2.739
21.6460,-1.2699,-1.7133,2.0610,2.966
21.6490,-1.2723,-1.7785,2.2626,3.147
21.6530,-1.3712,-1.7560,2.3355,3.228
21.6580,-1.5926,-1.5546,2.3760,3.256
21.6630,-1.8382,-1.2986,2.3979,3.289
21.6680,-2.0665,-0.9970,2.3804,3.306
21.6720,-2.1936,-0.6877,2.3994,3.323
21.7130,-2.2149,-0.3897,2.4371,3.316
21.7130,-2.2168,-0.0574,2.4928,3.336
21.7140,-2.1809,0.2776,2.5780,3.388
21.7140,-2.1959,0.5843,2.6757,3.510
21.7140,-2.1832,0.8028,2.9035,3.720
21.7140,-2.2497,1.0791,3.2835,4.124
21.7150,-2.3304,1.3870,3.6515,4.548
21.7150,-2.3863,1.6334,4.0339,4.963
21.7160,-2.4523,1.7327,4.1756,5.143
21.7200,-2.5235,1.8121,3.9119,4.995
21.7260,-2.6709,1.8715,3.3680,4.688
21.7310,-2.6937,1.8826,3.0721,4.499
21.7370,-2.6520,1.7758,2.9209,4.326
21.7400,-2.5987,1.6468,2.7563,4.131
21.7480,-2.5677,1.4692,2.6445,3.968
21.7500,-2.4060,1.1640,2.5375,3.685
21.7530,-2.1313,0.7216,2.3914,3.284
21.7580,-1.9666,0.4163,2.2763,3.037
21.7630,-1.8788,0.1784,2.2060,2.903
21.7690,-1.8990,0.0172,2.1203,2.846
21.7720,-1.9409,-0.1392,2.0416,2.820
21.8140,-1.9539,-0.2502,1.9168,2.749
21.8140,-1.8638,-0.2562,1.7904,2.597
21.8150,-1.8016,-0.2264,1.6691,2.466
21.8150,-1.7171,-0.2497,1.5999,2.360
21.8150,-1.5890,-0.2686,1.4583,2.173
21.8150,-1.5012,-0.2763,1.2799,1.992
21.8160,-1.3461,-0.2945,1.1526,1.796
21.8160,-1.1361,-0.4334,1.0109,1.581
21.8160,-0.9054,-0.5401,0.8783,1.372
21.8200,-0.7474,-0.6317,0.6732,1.188
21.8250,-0.6337,-0.7538,0.4835,1.097
21.8310,-0.5975,-0.8488,0.3087,1.083
21.8340,-0.5858,-0.9191,0.1642,1.102
21.8380,-0.5982,-0.9573,0.0039,1.129
21.8420,-0.5841,-1.0110,-0.1184,1.174
21.8470,-0.6270,-1.0538,-0.2463,1.251
21.8520,-0.5905,-1.0832,-0.3519,1.283
21.8570,-0.4677,-1.1065,-0.4356,1.278
21.8630,-0.4791,-1.1502,-0.5179,1.349
21.8670,-0.4861,-1.2312,-0.6984,1.497
21.8710,-0.4626,-1.3326,-0.9186,1.683
21.9120,-0.4756,-1.4000,-1.3333,1.991
21.9130,-0.5273,-1.4690,-2.1050,2.621
21.9130,-0.5834,-1.5403,-3.3598,3.742
21.9130,-0.5706,-1.6842,-5.4919,5.773
21.9130,-0.6512,-1.6651,-9.2355,9.407
21.9140,-0.6725,-1.7123,-10.7942,10.950
21.9140,-0.5676,-2.0050,-11.2235,11.415
21.9140,-0.5460,-2.3900,-11.8083,12.060
21.9150,-0.6217,-2.8591,-13.1824,13.503
21.9200,-0.6965,-3.3450,-16.1706,16.528
21.9250,-0.3526,-4.1844,-20.3874,20.815
21.9320,0.5157,-5.1907,-19.0207,19.723
21.9340,0.6384,-5.7391,-12.9647,14.193
21.9380,0.3617,-5.6749,-7.5989,9.491
21.9430,-0.1830,-5.0304,-4.1575,6.529
21.9470,-0.5854,-4.3509,-2.1764,4.900
21.9520,-0.9651,-3.8500,-1.2092,4.149
21.9570,-1.5268,-3.5717,-1.0474,4.023
21.9640,-1.9390,-3.2799,-1.1701,3.986
21.9660,-2.2451,-2.9581,-1.7202,4.093
21.9710,-2.4468,-2.6004,-2.8795,4.587
21.9760,-2.4823,-2.2965,-4.8034,5.874
22.0150,-2.4395,-2.1097,-6.6855,7.423
22.0160,-2.1493,-2.2619,-7.0433,7.704
22.0160,-1.6690,-2.8514,-5.7531,6.634
22.0160,-1.3529,-3.1613,-4.0433,5.308
22.0170,-1.3406,-2.9827,-2.8625,4.346
22.0170,-1.4226,-2.5968,-2.2184,3.700
22.0170,-1.3888,-2.2985,-2.1877,3.464
22.0180,-1.2791,-2.1702,-2.9715,3.896
22.0200,-0.9357,-2.2990,-4.4704,5.113
22.0250,-0.2752,-2.5529,-6.4909,6.980
22.0300,0.7438,-2.8714,-9.0313,9.506
22.0340,2.2183,-3.3615,-11.8668,12.532
22.0390,3.1498,-3.7083,-13.1636,14.034
22.0430,3.1034,-3.8370,-11.7101,12.707
22.0520,1.9193,-3.6737,-8.6979,9.635
22.0520,0.2079,-3.4904,-5.7276,6.711
22.0600,-1.1255,-3.4648,-3.2564,4.886
22.0640,-2.0287,-3.6119,-1.2953,4.340
22.0680,-2.3769,-3.9042,0.3117,4.581
22.0710,-2.7263,-4.1489,1.0864,5.082
22.0760,-2.9393,-4.3350,1.4514,5.435
22.1140,-2.9388,-4.5769,1.4850,5.638
22.1140,-2.7579,-4.7772,1.6489,5.757
22.1150,-2.4658,-4.9766,1.8782,5.863
22.1150,-1.9932,-5.1989,2.1078,5.954
22.1150,-1.6013,-5.3919,2.1757,6.031
22.1150,-1.1151,-5.4644,2.2028,5.996
22.1160,-0.4711,-5.5458,2.2733,6.012
22.1160,0.3584,-5.7413,2.4721,6.261
22.1220,1.2893,-5.9724,2.7570,6.703
22.1250,2.3269,-6.3253,3.1595,7.444
22.1290,3.3877,-6.6714,3.5702,8.290
22.1340,4.4928,-6.9774,4.0823,9.248
22.1380,5.6221,-7.2698,4.8937,10.412
22.1410,6.6468,-7.3574,5.7109,11.442
22.1460,7.2872,-7.2404,6.3613,12.083
22.1510,7.8871,-7.0380,7.1806,12.779
22.1560,8.3272,-6.5995,8.4469,13.574
22.1610,8.5007,-5.8195,9.5032,14.016
22.1650,8.4158,-4.7763,9.9297,13.865
22.1710,7.7708,-3.2187,9.3007,12.540
22.1750,6.3934,-1.2966,7.9461,10.281
22.1800,5.1448,0.4169,6.2975,8.143
22.1850,4.1889,1.7672,4.5357,6.422
22.1910,3.3670,2.9007,3.3630,5.573
22.1940,2.5426,3.6643,2.6606,5.193
22.2310,1.7337,4.2998,1.0580,4.755
22.2320,0.7727,4.6465,-2.6086,5.384
22.2320,-0.1023,4.4220,-4.9970,6.673
22.2320,-0.6490,4.1829,-6.1196,7.441
22.2330,-1.0086,4.0571,-5.8212,7.167
22.2330,-1.0969,3.8884,-4.5905,6.115
22.2330,-0.9887,3.6285,-2.8742,4.733
22.2340,-0.8843,3.3774,-1.1606,3.679
22.2380,-0.9032,3.1418,0.2844,3.281
22.2430,-1.0177,3.0271,1.4452,3.505
22.2490,-0.8717,3.0210,2.6122,4.088
22.2540,-0.6435,2.9988,3.7613,4.853
22.2570,-0.4079,2.9179,4.7620,5.600
22.2600,-0.1748,2.9760,5.5676,6.315
22.2660,-0.2321,3.1020,6.0817,6.831
22.2700,-0.2493,3.3365,6.5477,7.353
22.2740,-0.4271,3.5006,6.8089,7.668
22.2810,-0.6638,3.6984,6.8550,7.817
22.2840,-0.8518,3.8419,6.7762,7.836
22.2890,-0.9952,3.9182,6.6740,7.803
22.2940,-1.2213,4.0498,6.6119,7.849
22.3320,-1.3888,3.9564,6.6478,7.860
22.3330,-1.6995,3.8541,6.6646,7.884
22.3330,-1.8430,3.7223,6.5889,7.789
22.3330,-1.9952,3.4355,6.3222,7.467
22.3330,-2.0506,2.8648,5.7226,6.720
22.3340,-2.0052,2.2475,5.1889,6.000
